singer,song_name,song_id
王杰,几分伤心几分痴,158734
邓丽君,几多愁,229371
LBI利比,几天,2693419849
李宗盛,凡人歌,108587
张震岳,凡人歌 (Live),499793093
MC HotDog 热狗,凡人歌 (Live),499793093
GAI周延,凡人歌 (Live),499793093
陈楚生,凡人诀 (live),2712612154
阿冗,凤凰,1826502981
韩红,凤凰花季,1370932858
白鹿,凤囚凰,529391436
林达浪,凤衔悲,1380312427
庄东茹（豆芽鱼）,凭什么她能得到你,2658397412
阿冗,凭栏,2104663581
李宗盛,凭着爱+再回首(Live),110767
梁咏琪,凹凸,255504
周传雄,出卖,190042
司南,出发,1840958343
程响,出墙（说唱风格）,472616677
花粥,出山,1313354324
梁博,出现又离开 (Live),1363553440
周星星,出门向左,1485387498
周星星,出门向左（伴奏）,1485387499
LBI利比,刀背,2683384576
周杰伦,刀马旦,185750
周杰伦,刀马旦,25640004
周杰伦,刀马旦,400161754
周杰伦,刀马旦,5257160
周杰伦,刀马旦,29393649
周杰伦,刀马旦,186064
周杰伦,刀马旦,255020
周杰伦,刀马旦,1372847156
周杰伦,刀马旦,5268828
周杰伦,刀马旦,254832
黄龄,刀马旦 (Live),399343290
任然,刁钻,1483490442
海洋Bo,刁镇的冬天,2706350421
邵帅,分他一些快乐,1480090146
阿梨粤,分分钟需要你,1950345110
莫文蔚,分分钟需要你,28232266
林忆莲,分分钟需要你,1893256785
郭采洁,分分钟需要你,399340494
单依纯,分分钟需要你 (Live),1951513623
毛不易,分分钟需要你 (Live),1951513623
陈小春,分分钟需要你 (live),2668908138
阿梨粤,分分钟需要你（伴奏）,1950344140
郭静,分开不是谁不好,448316737
刘若英,分开旅行,254324
程响,分开那天(伴奏版),27984423
程响,分手了还是朋友,222776
江语晨,分手倒数,247951
梁静茹,分手快乐,254309
卫兰,分手总要在雨天 (live),2662170803
薛凯琪,分手总要在雨天 (live),2662170803
容祖儿,分手总要在雨天 (live),2662170803
Happer,分手日记pt2,2668069082
吴雨霏,分手要狠,298535
渡,分手都隔着屏幕,2692363050
陈小春,分流,63863
张惠妹,分生,326879
陈壹千,分组,533835983
鞠婧祎,分裂时差,524148451
单依纯,分身,2644532873
徐佳莹,切歌,1957782394
就是南方凯,列车开往春天 (DJ沈乐Remix),2165736345
就是南方凯,列车开往春天2025,2674765389
mac ova seas,刘华强 Liu Huaqiang（prod by brokeboiishawty）,1885800438
艾志恒Asen,刘华强 Liu Huaqiang（prod by brokeboiishawty）,1885800438
海洋Bo,刘向勇,2665943683
薛之谦,刚刚好,415792881
任然,刚好,514765757
徐良,创作者,518863916
yihuik苡慧,创可贴,2681092984
曾舜晞,创意年俗秀：别开生面 (Live),2127902498
吴雨霏,初会,298277
古巨基,初初,26403110
莫文蔚,初恋,1848375872
邓丽君,初恋的地方,229786
郁可唯,删了吧,1935613660
陆虎,别丢了你的勇敢,1974357787
封茗囧菌,别再丧着脸,1833191196
菲菲公主（陆绮菲）,别再来我梦里,1808993276
毛不易,别再闹了,1334270281
周兴哲,别勉强,1412264712
张惠妹,别去打扰他的心,327403
郭静,别去问他好吗,25638100
Lil Ghost小鬼,别叫我达芬奇,1362247767
Lil Ghost小鬼,别叫我达芬奇 + 到底要怎么样 (Live),1825667780
张惠妹,别在伤口洒盐,5263865
王以太,别怕变老,1876179147
张信哲,别怕我伤心,28819837
李宗盛,别怕我伤心+听见有人叫你宝贝+爱情少尉+爱如潮水 (Live),441102578
yihuik苡慧,别想那么多,2049760925
郭静,别惹哭我,406346026
蔡健雅,别找我麻烦,208889
阿肆,别找我麻烦 (Live),1443886307
Wiz_H张子豪,别担心,2013417765
海洋Bo,"别担心,一切会好",2103367319
苏星婕,别来无恙,1985470126
任素汐,别松手啊 我最好的傻瓜,2688492458
任素汐,别松手啊 我最好的傻瓜 (伴奏),2688491136
摩登兄弟刘宇宁,别梦寒,2103416740
金海心,别看我小,28188420
陈小春,别碰我的人,63637
邓丽君,别离的预感(日),225798
张信哲,别让情两难,229981
邹沛沛,别让我等太久 (A Long Wait),2657793041
喻言,别让爱凋落 (Live版),2704605090
王赫野,别让爱凋落 (Live版),2704605090
喻言,别让爱凋落 (伴奏),2704607893
韦礼安,别说没爱过,34364085
罗言,别走爱Ft.罗言,1955274656
KONI可妮,别问她为什么哭泣 田园,2717168172
yihuik苡慧,别问很可怕,2001290843
胡彦斌,别问很可怕 (Live版),2050390513
小凌,别问很可怕（翻自 青春有你2）,1439595240
范玮琪,到不了,229546
黄子弘凡,到不了的季节,2636355158
Lil Ghost小鬼,到底要怎么样,1408901673
司南,到此一游,2050354399
徐佳莹,到此为止,526081111
周柏豪,到此为止 (iTunes Session),29129735
江辰,制裁,2648204063
Ice Paper,刺,1933912196
王宇宙Leto,刻在你心底的名字,1871479967
卢广仲,刻在我心底的名字,1472921626
韦礼安,刻在我心底的名字 (Live),1486112705
徐佳莹,刻在我心底的名字 (Live),1486106983
曾沛慈,刻在我心底的名字 (Live),1486112683
沈以诚,剃须刀,1387623887
容祖儿,前,1960124447
李克勤,前,1960124447
卫兰,前,1960124447
杨千嬅,前,1960124447
AGA,前,1960124447
陈慧娴,前,1960124447
张靓颖,前,1960124447
小凌,前尘如梦,1306256469
小凌,前尘醉,524003696
薛凯琪,前程锦绣 (live),2655851984
陈小春,前程锦绣 (live),2655851984
蔡徐坤,前言,2032221512
Aki阿杰,剑侠风云录,520464246
张杰,剑心,34179901
汪苏泷,剑魂,1954956658
渡,剧终,1892007426
Zy,副本即将崩塌,2601773154
王心凌,劈你的雷正在路上,1331592937
杨和苏KeyNG,加冕,1352818807
MC HotDog 热狗,加油！,108406
林俊杰,加油！,108406
苏星婕,动听的谎话,2068454887
薛之谦,动物世界,468517654
亞細亞曠世奇才,动物狂想曲,1921825985
阿YueYue,劫,1971449282
亞細亞曠世奇才,劫数爱EndingLuv,2023606270
卢广仲,励志论,1880434756
古巨基,劲歌. 金曲2 (情歌王),86307
古巨基,劲歌金曲,86771
Gareth.T,劲浪漫 超温馨,1897376493
贝乐虎,劳动最光荣,1417885738
杨千嬅,勇,316498
张惠妹,勇敢,327247
程响,勇敢的你 (Live),2661797615
亞細亞曠世奇才,勇敢追梦吧少年（prod.Godsun）,1921870568
梁静茹,勇气,254485
于冬然,勇气,1472899837
周兴哲,勇气 (Live版),2046805527
张信哲,勇气 (Live版),2046805527
杨宗纬,勇气 (Live版),2046805527
莫文蔚,勇气 (Live版),2046805527
张韶涵,勇气 (Live版),2046805527
张震岳,勇气 (New Remix),185746
DJ阿智,勇气（DJ阿智 remix）,2647854381
鹿晗,勋章,35447132
鹿晗,勋章 （Medals） (Live),1325484907
洛天依Official,勾指起誓,1345872140
张杰,勿忘心安,191199
李宗盛,匆匆 (live),29932455
周深,匆匆那年,29759371
王菲,匆匆那年,29713754
古巨基,匆匆那年 (Live),31877481
王以太,匕首,2602863718
尹昔眠,化作晚风与你相拥,2045117002
苏星婕,化作烟火为你坠落,2034838310
双笙（陈元汐）,化羽,1878286733
周深,化身孤岛的鲸,1465313631
杜宣达,化身孤岛的鲸,510344900
张靓颖,化身孤岛的鲸 (Live版),2057718225
亞細亞曠世奇才,北京,2160958485
GAI周延,北京北京 (live),2710056058
徐良,北京巷弄,26609875
白鹿,北京欢迎你 (2025第十五届北京国际电影节开幕式现场),2697676204
赵雷,北京的冬天,29567185
孙盛希,北京的夜晚,1369825914
韩红,北京的金山上,238861
邓丽君,北国之春,1858139278
任素汐,北方 (伴奏),1939461534
庄东茹（豆芽鱼）,北方的雪飘不进江南的夜,2665890951
莫文蔚,北极光,277421
余佳运,北极圈,2658122348
许嵩,医生,167715
张叶蕾,匿名的好友,2640832763
en（王翊恩）,匿名的好友,2638621689
刘思达LOFTHESTAR,匿名的好友,2096154312
杨丞琳,匿名的好友,316108
杨丞琳,匿名的好友+雨爱+in Your Eyes+青春斗),316096
王心凌,匿名的安慰,22854070
王源,十七,514761432
陶喆,十七岁,150658
范玮琪,十七岁的北极星,229141
汪苏泷,十万伏特,2621286898
蔡健雅,十万毫升泪水,27747328
王宇宙Leto,十万毫升泪水,2042368761
队长,十三州府,1927438231
ET,十三瓶酒,1940057452
方大同,十九八七…,82375
赵雷,十九岁,530995556
很美味,十二光年,1860805958
谢安琪,十二月二十二,307952
罗言,十二月的奇迹,2650136893
莫文蔚,十二楼,277584
李宗盛,十二楼 (Live),441102572
杨和苏KeyNG,十五.五十,1487212142
江语晨,十五号公路,247952
郑润泽,十八点,1953869753
摩登兄弟刘宇宁,十分喜欢,1381049131
MC HotDog 热狗,十局上半,2042951689
陈奕迅,十年,66842
刘若英,十年 (Live),29450938
陈小春,十年 (live),2664421888
古巨基,十年 (live),2664421888
韩红,十年(Live),31877628
VaVa娃娃,十面埋伏,2713083078
陈奕迅,十面埋伏,409931770
喻言,十面埋伏2 (Live),1442020577
宝石Gem,千万之王,1350037967
张杰,千万次想象,2702368194
陈慧娴,千千阕歌,212233
陈慧娴,千千阕歌+夕阳之歌 (live),2656292424
陈慧娴,千千阙歌 (Live),1987781815
许嵩,千古,34040693
阿YueYue,千年,2622293092
丁当,千年之恋,33419662
Aki阿杰,千梦,428390981
双笙（陈元汐）,千梦（Cover HITA / Aki阿杰）,484692395
许嵩,千百度,167732
徐秉龙,千禧,522510615
余佳运,千禧,2056232863
银临,千秋令,550995874
方大同,千纸鹤,25648004
陶喆,千言万语,2690549685
邓丽君,千言万语,226803
程响,千里共婵娟 (对唱版),1982695198
洛天依Official,千金胧梦,2158192232
Zy,午休,2685599106
莫文蔚,午夜前的十分钟,277823
MC HotDog 热狗,午夜心碎台北,2072610460
VaVa娃娃,午夜派对 (LIVE版),2054292511
袁娅维TIA RAY,半世风霜,2103417696
mac ova seas,半分钟,2085859562
孙燕姿,半句再见,548556869
许嵩,半城烟沙,167744
银临,半夏生,2717723269
任然,半夏青春,440239308
陶喆,半晴天,2690549667
DJ阿布,半点心,2605567669
胡彦斌,半生出走,1835830441
莫文蔚,半生缘 (我们在这里相遇),557628382
薛凯琪,半路,306937
陈楚生,半边山半边海,1995071414
蔡健雅,半途,1334659053
陈绮贞,华丽的冒险,209235
GAI周延,华夏,1360802561
喻言,华夏骄傲,2037628456
陈绮贞,华生,1333352696
TINY7,华语乐坛需要我,2047887328
谭维维,华阴老腔一声喊 (Live),406072372
袁娅维TIA RAY,卑鄙,29751572
step.jad依加,卑鄙,2114644818
Capper,卑鄙LilBaby,2686898672
双笙（陈元汐）,单向箭头,1345820742
江辰,单循,2604907965
胡彦斌,单恋一枝花 (Live),1442020659
高睿,单恋微醺,2005552816
很美味,单相思,2085095738
孙盛希,单身≠失恋,447079472
于冬然,单身万岁,1887936590
郭静,单身美好,391481
陈奕迅,单车,65592
李克勤,单车,466089039
贝乐虎,卖报歌,1417892386
马思唯,卖火柴的小女孩,1818844745
毛不易,南一道街,569214249
洛天依Official,南北组-世末歌者,429460240
阿YueYue,南墙（剧本杀《南墙》官方同名主题曲）,2112739143
陈楚生,南山南 (live),2123195337
张碧晨,南山南 (live),2123195337
许嵩,南山忆,167786
王唯旖,南山路西湖边,2100730902
赵雷,南方姑娘,202373
张远,南方秋野，北方春茶,1968987604
花粥,南来北往,419375655
邓丽君,南海姑娘,228108
王菲,南海姑娘,300222
薛凯琪,南瓜车,307015
小凌,南郭先生,1346101321
方大同,南音,82496
邵帅,南风北巷,1471039968
杨宗纬,南风北巷 (Live版),2648556834
宝石Gem,卡拉永远ok (Live版),2086104511
何曼婷,卡路里 (伴奏),502925524
徐秉龙,卫星,1397680226
step.jad依加,危险,2701349001
梁博,危险,36392027
王以太,危险派对,1877996649
队长,即使喝醉也不会再打你的电话,1844449890
徐良,即使说抱歉,174967
吉克隽逸,即刻出发,28111340
阿肆,即刻启程,1319690182
蔡依林,即时生效,209569
周深,卷珠帘,29759370
陈粒,历历万乡,30431375
陈楚生,历历万乡 (live),2630931338
张远,历历万乡 (live),2630931338
唐伯虎Annie,压轴戏,1351449194
江辰,厌冬,2648204610
鹿晗,原动力,399340478
海洋Bo,原本做不到,2103368327
Lil Ghost小鬼,原来,1366506899
刘若英,原来你也在这里,254328
孙燕姿,原来你什么都不要,287575
胡彦斌,原来没关系,2010038452
张芸京,原来爱情这么伤,1470883706
梁咏琪,原来爱情这么伤,254747
王杰,原来的我,156734
陈楚生,原来的我 (Live版),2076708388
杨千嬅,原来过得很快乐,25877497
姚晓棠,原来那个人 (Live版),2655483805
蔡健雅,原点,287025
孙燕姿,原点,287025
鹿晗,原色 (True Colour),1490044871
杜宣达,原谅,2159876659
买辣椒也用券,原谅,1989430006
王宇宙Leto,原谅,2067471252
郭采洁,原谅,233902
单依纯,原谅 (Live版),2158972598
陈楚生,原谅 (Live版),2158972598
何曼婷,原谅我,445450758
何曼婷,原谅我 (伴奏),445462659
阿肆,去你的撩妹即正义,467595214
Gareth.T,去北极忘记你,2601622789
陈慧娴,去吧,212382
高睿,去哪,2657126518
就是南方凯,去山顶看看,2158553708
傲七爷（江偌绮）,去月球,1921503119
徐秉龙,去见你,1354629987
就是南方凯,去野吧,2688492693
花粥,去问猫耳朵,555894912
ET,又一年冬,2112761358
ET,又一年冬2.0,2661294037
无面小生,又一年冬夜,2653137684
刘思达LOFTHESTAR,又到冬,2106101767
张学友,又十年,2024611328
郭采洁,又圆了的月亮,233918
花粥,又失恋了,863359163
韦礼安,又是艳阳天,233846
郭静,又是艳阳天,233846
海洋Bo,又梦见你了,1803674043
庄东茹（豆芽鱼）,又活了一天（蚊子音DJ版）,2703058322
葛东琪,又见奇葩兄妹（网络剧《奇葩兄妹》第二季主题曲）,475672185
邓丽君,又见炊烟,1397662832
王菲,又见炊烟,300234
ET,友人A,2147466164
徐良,友情出演,174947
小凌,友情出演,174947
王以太,友情岁月,2085440786
陈小春,友情岁月,63914
杨千嬅,友情岁月 (Live),1962788568
刘惜君,友情岁月 (Live),1962788568
张远,友情的界限,406730367
王源,友谊地久天长,1352595448
周柏豪,双人床的空位,27646407
无面小生,双人成行,2696113164
潘玮柏,双人舞,139547
THOME,双刃剑,2013291285
徐秉龙,双子,557581095
沙一汀EL,双子座,1952839183
沙一汀EL,双子座 (伴奏),1952839180
张惠妹,双影,1302938992
杨和苏KeyNG,双手合十,1858696236
张震岳,双手插口袋,28864686
于冬然,双标,2683835180
蔡健雅,双栖动物,209037
无面小生,双生花,2679500299
Happer,双生花,2679500299
阿YueYue,双生蝶,2691364653
mac ova seas,双脚离不到地,2085859564
司南,双面你我,1472957558
徐秉龙,双鱼,2133272328
Aioz,双鱼座&,2008015051
Ice Paper,双鱼玉佩,1453325909
陈慧娴,反叛,212394
TC,反复,2127878684
程响,反复确认,2635907112
金海心,反方向流浪,1866218257
庄东茹（豆芽鱼）,反正我也没什么关系,2042072949
潘玮柏,反转地球,139688
法老,发光弹,1961990684
葛东琪,发条人,435289824
余佳运,发火,1387608205
黄龄,发财歌,2666957954
陈小春,取消资格,64381
周兴哲,受够,1414113193
梁博,变了,36392026
张紫豪,变天,1950029602
张紫豪,变天 (伴奏),1950029603
薛之谦,变废为宝,1861640530
陈壹千,变成回忆,1870532314
王心凌,变成陌生人,22854064
Ice Paper,变相怪杰,1378061994
华晨宇,变相怪杰,434981390
DJ阿布,口水旋律VoI.51,2077298235
DJ阿智,口水旋律Vol.59,2077280756
LBI利比,口袋,2676014962
张韶涵,口袋的天空,327131
郭顶,口袋里的对不起,85606
梁咏琪,口香糖,254819
鞠婧祎,古画,1834339864
Aki阿杰,古龙群侠传,31066274
G.E.M.邓紫棋,句号,1405283464
王力宏,另一个天堂,25642144
张靓颖,另一个天堂,25642144
G.E.M.邓紫棋,另一个童话,1305366734
李荣浩,另一端,2153134107
小霞,另外三件往事 Part 1,1901320258
小霞,另外三件往事 Part 2,1901319326
小霞,另外三件往事 Part 3,1901320264
花粥,只不过是,419373705
张靓颖,只为你着迷 (Live版),2699873733
黄子弘凡,只为你着迷 (Live版),2699873733
郭静,只为遇见你,1351449338
唐伯虎Annie,只为遇见你,1810300167
金玟岐,只剩一分钟,507533057
ET,只和你对视了一秒,2038243619
毛不易,只在今夜,2675208233
曾沛慈,只在意你的一切,1971055944
刘思达LOFTHESTAR,只对你可见,2028355223
林俊杰,只对你有感觉,108248
张学友,只想一生跟你走,189987
汪苏泷,只想把你偷偷藏好,2056206939
杨丞琳,只想爱你,27591610
张学友,只愿一生爱一人,190803
莫文蔚,只是不够爱,1390026519
周杰伦,只有为你 + 安静 + 不管有多苦 + 满 + 我要夏天 (Live),421160888
张学友,只有你不知道,190276
卢广仲,只有夜来香,22853005
许巍,只有爱,1336790000
张芸京,只爱你,328044
LBI利比,只要你想念,2668267423
渡,只要你过得够好,2698742001
韩红,只要平凡,1438881591
张碧晨,只要平凡,574919767
张杰,只要平凡,574919767
古巨基,只要有你,4876976
林达浪,只要有你的地方,1335796961
王源,只要有想见的人，就不是孤身一人,1347529801
小凌,叫我女王,26600993
高旭,叮咚,2034521128
Aioz,叮当叮当,1906015837
张靓颖,可,1954420092
薛之谦,可,1954420092
张紫豪,可不可以,1427054968
张紫豪,可不可以,553755659
ET,可不可以,2099126675
张紫豪,可不可以 (DJ版),1432799801
张紫豪,可不可以 (DJ阿超版),1432794928
张紫豪,可不可以 (伴奏),1306498212
范玮琪,可不可以不勇敢,229469
张紫豪,可不可以（DJ版）,1833595810
梁静茹,可乐戒指,254142
丁当,可以不可以,223843
张远,可以不是你,2160373710
陈奕迅,可以了,28481818
梁静茹,可以的话,34614557
TC,可你不知道,2712398187
Happer,可奈何我们,2678718580
郭静,可惜,31452321
金海心,可惜不是你,520459219
梁静茹,可惜不是你,254191
苏星婕,可惜他不会,1989401780
苏星婕,可惜我们,1936526131
杨千嬅,可惜我是水瓶座,316654
很美味,可惜我还没有写一首情诗给你,2063405957
林俊杰,可惜没如果,29814898
杨乃文,可惜爱 (Live),32431671
LBI利比,可我只是海,2163637432
黄子弘凡,可我只是海 (Live版),2709756644
王赫野,可我只是海 (Live版),2709756644
于冬然,可是我 (伴奏),2022861279
任然,可最后,1354814079
Zy,可爱又迷人的反派！,2697083845
贝乐虎,可爱的蓝精灵,1417892402
队长,可能,1844448537
王杰,可能,157137
程响,可能,1950343972
摩登兄弟刘宇宁,可追,2711899474
曾舜晞,可追,2711899474
陈绮贞,台北某个地方,1333350746
LBI利比,台风天,2718501679
陈小春,叱咤红人,64497
金海心,右手戒指,247824
小霞,号外,2106374686
黄龄,叹,1901049671
TC,叹,1929341599
鞠婧祎,叹云兮,863481092
许嵩,叹服,167841
苏星婕,叹离别,2061532838
AGA,吃定我,489814824
葛东琪,吃着棉花糖走在云朵上,1368349337
黄子弘凡,吃饭跑步和恋爱,2692693632
渡,各自好过,1462848190
刘若英,各自安好,1832384650
颜人中,各说各话,2606098700
王源,吆不到台 (Live),1363553439
李克勤,合久必婚 (合唱),217501
许嵩,合拍,2016442586
陈绮贞,吉他手,209407
赵雷,吉姆餐厅,29567187
邵帅,吉林的风吹过唐山吹到了河南,1933605915
周柏豪,同天空,191579
KONI可妮,同手同脚 温岚,2716099859
刘若英,同桌的你,254165
金玟岐,同渡,1815902689
王贰浪,同生,2666294808
孙燕姿,同类,287287
傲七爷（江偌绮）,同花顺,1941330888
en（王翊恩）,同花顺,2709706245
徐佳莹,同花顺 (Live版),2704605112
张碧晨,同花顺 (Live版),2704605112
姚晓棠,同频,2692692051
李荣浩,名字,2143283731
徐良,后会无期,174944
汪苏泷,后会无期,174944
G.E.M.邓紫棋,后会无期 (G.E.M.重生版),2714278527
李克勤,后悔,113179
刘若英,后来,254574
金海心,后来 (Live),433018011
刘惜君,后来我们会怎样,36492751
苏星婕,后来我们的爱,2656126620
萧亚轩,后来的我们,307103
王贰浪,后来（Cover 刘若英）,565200659
任然,后继者,442314990
阿YueYue,后继者2025,2688768380
罗言,后视镜,2144694164
海洋Bo,向云端,2049512697
小霞,向云端,2049512697
海洋Bo,向云端（demo）,1996413028
小霞,向云端（伴奏）,2049512699
海洋Bo,向云端（伴奏）,2049512699
小霞,向云端（和声伴奏）,2049512773
海洋Bo,向云端（和声伴奏）,2049512773
葛东琪,向山,1358852245
杨千嬅,向左走,317287
梁咏琪,向左走 向右走,254823
高睿,向往 (Live),1490038775
宝石Gem,向快乐出发,2106460929
尹昔眠,向日葵的白日梦,2093879952
刘思达LOFTHESTAR,向春,1423211040
亞細亞曠世奇才,向未来致电,1971152315
傲七爷（江偌绮）,向走散的少年如此挥手吧,1941753419
华晨宇,向阳而生,2161934816
杨坤,含着眼泪奔跑的人,2602660097
张杰,听,34179904
方大同,听,431855964
谭维维,听 (live),2120781895
刘若英,听!是谁在唱歌,5265739
梁静茹,听不到,254297
Wiz_H张子豪,听仔细,1327048154
邵帅,听众的故事,1351723410
郁可唯,听你说,316152
梁博,听你说,2698803739
丁当,听到我 (Live),1449110668
鞠婧祎,听到请回答,485347040
徐秉龙,听后感,2005499035
蔡徐坤,听听我说的吧 (Live),545592271
Lil Ghost小鬼,听听我说的吧 (Live),545592271
庄东茹（豆芽鱼）,听帘卷西风,2159353980
王贰浪,听我,1399643713
希林娜依高,听我的心跳,2624184330
周深,听我说,1415078941
沙一汀EL,听汀,1349764553
张学友,听海 (live),187908
黄丽玲,听见下雨的声音 (Live),31877644
卢广仲,听见了吗,109561
李宗盛,听见有人叫你宝贝,108331
任然,听说,1400378290
刘若英,听说,254196
王宇宙Leto,听说,1979321528
于冬然,听说你,1967181028
蔡依林,听说爱情回来过,209609
林忆莲,听说爱情回来过,255904
杨宗纬,听说爱情回来过(Live),176039
刘若英,听说？,254283
孙盛希,听起来像借口吗？,865365173
王宇宙Leto,听风告白,2153522048
刘若英,听！是谁在唱歌？,254280
陈壹千,听，我的噩梦,557633694
范玮琪,启程,229208
吴雨霏,吴哥窟,298258
阿梨粤,吴哥窟 (伴奏),1955883318
Aioz,吵,2644187219
TC,吵闹,1885663773
王以太,吹 right now(现在吹) (LIVE版),1973748094
杨和苏KeyNG,吹又生,1874658487
鹿晗,吹吹风,2699207986
黄诗扶,吹梦到西洲,1376873330
司南,吹灭小山河,1412559986
萧亚轩,吻,307478
张学友,吻别,190449
刘大拿,吻得太逼真,2034881346
Wiz_H张子豪,吻得太逼真,2034881346
Aki阿杰,吾道不孤,1830735212
mac ova seas,呀瑟呀雷,2610649081
梨冻紧,告别夏季,2102085145
薛凯琪,告别我,28138041
沈以诚,告白,1336856449
吴雨霏,告白 (V.O. Version),298089
周柏豪,告白 (V.O. Version),298089
小凌,告白予行練習,1846767155
Zy,告白（紧紧相依的心如何say goodbye）,2041531532
陈绮贞,告诉我,209494
毛不易,呓语,1417862046
薛凯琪,周末画报,28138035
KONI可妮,周转,2631886405
LBI利比,周边,2664846352
方大同,味道,431855965
林忆莲,呼吸,255879
TizzyT,呼吸,1844152733
金海心,呼吸·爱,247808
莫文蔚,呼吸有害,1440802870
丁当,命中注定,2008450162
杨千嬅,命硬,316580
张碧晨,命运 (Live版),2151849447
汪苏泷,命运 (Live版),2151849447
Zy,命运beat,2122700931
艾志恒Asen,咋说,2042350565
余佳运,和你,420401511
Lil Ghost小鬼,和你 (Live),1836086844
周星星,和你做个梦,1818066090
周星星,和你做个梦（伴奏）,1818068057
小霞,和你在一起,399342356
任素汐,和你在一起 (Live),1809715368
陈壹千,和偏见一起存在,1300853766
孙燕姿,和平,287757
徐良,和平分手,174962
VaVa娃娃,和影子跳舞 (feat. 毛不易),2079115958
李宗盛,和自己赛跑的人,108959
司南,和风赴你,1865496977
封茗囧菌,咏春,2688149643
孙燕姿,咕叽咕叽,287061
张学友,咖啡,188261
苏星婕,咖啡因(Caffeine),2140382360
何曼婷,咖喱咖喱（Cover 牛奶咖啡）,482063311
Aki阿杰,咫尺相思 古剑奇谭同人原创,175546
杨千嬅,咬唇,317000
Ice Paper,咿呀,2644205231
汪苏泷,哀人(i) (Live版),2650828555
DJ阿布,哇扣哇扣,2621806462
DJ阿智,哇扣哇扣Vol.147,2621297345
AGA,哈啰,28453002
毛不易,哎哟,569200211
薛之谦,哑巴,557583281
亞細亞曠世奇才,哟?还活着呐？！,2631288472
周柏豪,哦,191552
阿梨粤,哪儿,2014336721
莫文蔚,哪怕,29827508
Aioz,哪样呢,1474157584
队长,哪里都是你,488249475
队长,哪里都是你2.0,1363642136
队长,哪里都是你・2024,2120782620
陈粒,哭砂 (Live版),2032433499
薛凯琪,唇印,306825
任然,唇语,500913467
Capper,唉 Sigh,2050453744
亞細亞曠世奇才,唠点东北嗑,2156620614
曾舜晞,唯一,2715260192
王力宏,唯一,27483167
TizzyT,唯一,2627765006
白鹿,唯一,2715260192
G.E.M.邓紫棋,唯一,2083785152
希林娜依高,唯一 (Live),1945875456
NINEONE#乃万,唯一 (Live),1952823709
DJ阿智,唯一（DJ阿智 remix）,2675525319
白鹿,唯一（伴奏）,2716127504
曾舜晞,唯一（伴奏）,2716127504
艾志恒Asen,唯唯,2163619024
弦子,唯愿唯念,2674804246
余佳运,唱情歌,1382428964
韩红,唱支山歌给党听,1824484980
谭维维,唱支山歌给党听,5245925
曾舜晞,唱支山歌给党听(致敬版),1863108438
曾舜晞,唱支山歌给党听(青春版),1863362787
白鹿,唱支山歌给党听(青春版),1863362787
摩登兄弟刘宇宁,啊默契,1405327607
周传雄,啤酒泡泡,190067
宝石Gem,啤酒浇头 (Live),1830688951
洛天依Official,啥啊,1963526955
孙盛希,啦哩邋遢,1500379443
陈小春,啼笑姻缘,63959
单依纯,喂,2644532904
加木,喂 你在干嘛？,2664486664
张芸京,喂 对不起,406737906
阿冗,喃喃自问,1474114788
蔡健雅,善良的我们,2141610707
张芸京,喘息,327977
梁博,喜剧,419646629
李荣浩,喜剧之王,29764560
杨丞琳,喜剧收场,29794921
Lil Ghost小鬼,喜剧歌曲：妥妥的,2670094458
万妮达Vinida Weng,喜剧歌曲：妥妥的,2670094458
黄子弘凡,喜剧歌曲：妥妥的,2670094458
弦子,喜剧歌曲：妥妥的,2670094458
郭采洁,喜宝,1486943296
刘大拿,喜帖街,2001137497
谢安琪,喜帖街,308299
许巍,喜悦,25657383
阿肆,喜欢,526464145
江语晨,喜欢一个人的心情,247953
G.E.M.邓紫棋,喜欢你,28949444
徐佳莹,喜欢你,403710393
小霞,喜欢你,2106373771
yihuik苡慧,喜欢你,2021178004
希林娜依高,喜欢你 (Live),1446615887
张韶涵,喜欢你没道理,327139
王贰浪,喜欢（Cover 阿肆）,565203857
Capper,喜鹊,2610629046
司南,喧嚣,1413623407
小霞,喷涌,2106374690
颜人中,嗜好,1391891631
渡,嗜睡,1425839415
周深,嗨,2155533400
MC HotDog 热狗,嗨嗨人生,135029
张震岳,嗨嗨人生,135029
周深,嗨！人间,2716087294
万妮达Vinida Weng,嗲嗲 (feat. 万妮达 & Joeboy),2650263671
张远,嘉宾 (Live),1994547878
亞細亞曠世奇才,嘉禾望岗,2696118246
徐佳莹,嘘… (ft.徐佳莹),76823
杨和苏KeyNG,嘻哈魂 (Live),1491231632
沈以诚,嘿,1383742572
阿肆,嘿，关于爱,33054294
TizzyT,噩梦,1844149003
王赫野,嚣张 (Live版),2602620760
容祖儿,嚣张 (Live版),2602620760
谢安琪,囍帖街,28838040
葛东琪,囍（Chinese Wedding）,1303289043
渡,囚,2665574872
黄诗扶,四万秋,1907478234
方大同,四人游,82461
薛凯琪,四人游,82461
队长,四季,1844448538
鹿晗,四季,2714420221
梁博,四季,37853992
许巍,四季,167770
程响,四季予你,1807537867
吉克隽逸,四季予你 (Live版),2043125486
花粥,四月变成一座桥,1358003718
尹昔眠,四次元婚礼,2629849352
渡,四点的海棠花未眠,2681393627
杨坤,四点的海棠花未眠 (Live版),2702711921
王源,四百击,1463111254
杨和苏KeyNG,四轮,2676001073
双笙（陈元汐）,四重罪孽,430053202
洛天依Official,四重罪孽,407764392
